PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC13
Station name, ChirikofIsAK2008
Begin Date, 2008-09-17
End Date, 2022-12-21
Release Date, 2023-06-22
Source file, AC13.cwu.nam14.pos
Offset from source file, 162.49 mm North, -84.42 mm East, -56.62 mm Vertical
Reference position, 55.8218976390 North Latitude, -155.6224013975 East Longitude, 222.77374 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2019-12-15,367.45, -197.92, -120.85, 2.24, 1.44, 7.32, supp6,
2019-12-16,364.70, -195.49, -125.72, 2.2, 1.42, 7.2, supp6,
2019-12-17,365.96, -197.39, -129.19, 2.18, 1.41, 7.15, supp6,
2019-12-18,365.53, -197.78, -118.45, 2.19, 1.43, 7.16, supp6,
2019-12-19,365.64, -197.97, -118.16, 2.25, 1.46, 7.24, supp6,
2019-12-20,368.01, -198.46, -119.89, 2.27, 1.46, 7.27, supp6,
2019-12-21,365.34, -196.89, -117.08, 2.2, 1.42, 7.14, supp6,
2019-12-22,365.69, -196.54, -120.55, 2.2, 1.42, 7.19, supp6,
2019-12-23,366.61, -196.13, -120.17, 2.19, 1.43, 7.17, supp6,
2019-12-24,363.29, -195.85, -125.25, 2.19, 1.43, 7.16, supp6,
2019-12-25,365.16, -197.33, -122.96, 2.19, 1.43, 7.17, supp6,
2019-12-26,365.00, -196.31, -121.42, 2.19, 1.43, 7.16, supp6,
2019-12-27,365.38, -197.01, -116.23, 2.19, 1.43, 7.18, supp6,
2019-12-28,365.77, -197.15, -120.94, 2.19, 1.43, 7.14, supp6,
2019-12-29,366.63, -198.16, -127.52, 2.18, 1.43, 7.15, supp6,
2019-12-30,366.29, -197.64, -120.06, 2.19, 1.43, 7.17, supp6,
2019-12-31,365.27, -196.80, -120.48, 2.2, 1.43, 7.18, supp6,
2020-01-01,365.10, -196.82, -117.44, 2.21, 1.43, 7.22, supp6,
2020-01-02,364.34, -197.66, -119.67, 2.2, 1.43, 7.19, supp6,
2020-01-03,364.96, -197.27, -122.25, 2.23, 1.45, 7.24, supp6,
2020-01-04,366.33, -199.47, -122.34, 2.22, 1.45, 7.23, supp6,
2020-01-05,366.69, -198.68, -122.84, 2.23, 1.46, 7.33, supp6,
2020-01-06,366.57, -197.49, -126.76, 2.23, 1.47, 7.37, supp6,
2020-01-07,367.98, -198.75, -118.65, 2.24, 1.48, 7.38, supp6,
2020-01-08,367.33, -197.78, -119.50, 2.18, 1.43, 7.14, supp6,
2020-01-09,364.64, -197.89, -123.28, 2.22, 1.47, 7.4, supp6,
2020-01-10,365.27, -198.18, -122.47, 2.21, 1.47, 7.35, supp6,
2020-01-11,365.36, -196.43, -129.83, 2.22, 1.45, 7.23, supp6,
2020-01-12,365.76, -197.89, -127.61, 2.22, 1.46, 7.25, supp6,
2020-01-13,366.79, -197.77, -127.74, 2.21, 1.45, 7.21, supp6,
2020-01-14,367.24, -197.81, -129.59, 2.18, 1.43, 7.07, supp6,
2020-01-15,366.33, -198.38, -122.25, 2.17, 1.42, 7.07, supp6,
2020-01-16,369.40, -199.71, -124.71, 2.28, 1.46, 7.12, supp6,
2020-01-17,369.05, -199.82, -125.64, 2.29, 1.46, 7.17, supp6,
2020-01-18,368.69, -200.39, -126.56, 2.2, 1.42, 7.09, supp6,
2020-01-19,368.60, -200.31, -117.90, 2.18, 1.42, 7.04, supp6,
2020-01-20,368.49, -200.18, -119.20, 2.18, 1.42, 7.01, supp6,
2020-01-21,368.45, -199.15, -126.44, 2.17, 1.41, 6.99, supp6,
2020-01-22,368.80, -199.46, -126.94, 2.17, 1.42, 7.06, supp6,
2020-01-23,368.24, -199.42, -124.41, 2.19, 1.42, 7.08, supp6,
2020-01-24,367.89, -199.51, -121.88, 2.2, 1.43, 7.09, supp6,
2020-01-25,369.05, -199.65, -122.93, 2.18, 1.44, 7.05, supp6,
2020-01-26,369.54, -199.79, -127.41, 2.17, 1.42, 7.02, supp6,
2020-01-27,368.95, -199.56, -126.68, 2.16, 1.43, 6.99, supp6,
2020-01-28,370.09, -199.78, -125.17, 2.16, 1.42, 7, supp6,
2020-01-29,369.44, -199.95, -123.40, 2.18, 1.42, 7.02, supp6,
2020-01-30,368.49, -200.49, -118.24, 2.17, 1.42, 7.03, supp6,
2020-01-31,369.17, -200.27, -119.45, 2.19, 1.43, 7.05, supp6,
2020-02-01,370.91, -200.65, -119.41, 2.17, 1.43, 7.01, supp6,
2020-02-02,370.41, -199.89, -130.83, 2.18, 1.43, 7.03, supp6,
2020-02-03,369.81, -199.16, -131.34, 2.21, 1.42, 7.09, supp6,
2020-02-04,368.43, -200.03, -130.29, 2.21, 1.44, 7.1, supp6,
2020-02-05,369.93, -200.98, -131.27, 2.19, 1.43, 7.02, supp6,
2020-02-06,370.56, -200.32, -126.88, 2.18, 1.43, 7.03, supp6,
2020-02-07,369.96, -199.33, -134.02, 2.18, 1.44, 7.02, supp6,
2020-02-08,370.56, -199.88, -129.47, 2.23, 1.44, 7.15, supp6,
2020-02-09,370.79, -200.78, -123.14, 2.2, 1.43, 7.07, supp6,
2020-02-10,371.03, -200.06, -131.34, 2.19, 1.43, 7.03, supp6,
2020-02-11,371.32, -200.48, -130.60, 2.2, 1.44, 7.08, supp6,
2020-02-12,369.83, -200.11, -127.40, 2.19, 1.44, 7.07, supp6,
2020-02-13,369.78, -200.35, -122.89, 2.23, 1.45, 7.12, supp6,
2020-02-14,370.30, -199.39, -127.74, 2.26, 1.46, 7.15, supp6,
2020-02-15,371.39, -200.59, -125.03, 2.2, 1.42, 7.02, supp6,
2020-02-16,371.57, -200.96, -126.90, 2.2, 1.42, 7.02, supp6,
2020-02-17,372.02, -199.65, -124.64, 2.19, 1.42, 7.03, supp6,
2020-02-18,371.33, -201.11, -122.15, 2.18, 1.42, 6.99, supp6,
2020-02-19,370.42, -201.22, -122.59, 2.17, 1.42, 6.95, supp6,
2020-02-20,372.48, -200.68, -126.77, 2.25, 1.43, 7.14, supp6,
2020-02-21,371.82, -201.25, -119.23, 2.24, 1.43, 7.15, supp6,
2020-02-22,370.13, -200.14, -115.11, 2.19, 1.41, 7.01, supp6,
2020-02-23,372.69, -199.66, -125.81, 2.18, 1.42, 7.02, supp6,
2020-02-24,372.56, -200.52, -127.62, 2.18, 1.41, 6.98, supp6,
2020-02-25,371.71, -203.48, -129.02, 2.18, 1.41, 7, supp6,
2020-02-26,373.01, -202.26, -127.23, 2.19, 1.41, 6.97, supp6,
2020-02-27,373.70, -202.49, -129.84, 2.19, 1.42, 7, supp6,
2020-02-28,372.77, -201.44, -128.48, 2.18, 1.42, 7.03, supp6,
2020-02-29,373.96, -200.05, -125.03, 2.18, 1.42, 7.02, supp6,
2020-03-01,371.69, -200.04, -120.44, 2.17, 1.41, 6.98, supp6,
2020-03-02,371.66, -199.85, -117.46, 2.16, 1.4, 6.92, supp6,
2020-03-03,371.28, -199.40, -121.83, 2.17, 1.41, 6.96, supp6,
2020-03-04,370.37, -199.65, -120.45, 2.18, 1.41, 7, supp6,
2020-03-05,371.12, -200.69, -132.16, 2.17, 1.42, 7.01, supp6,
2020-03-06,372.37, -200.57, -129.87, 2.17, 1.42, 7, supp6,
2020-03-07,373.97, -201.23, -123.33, 2.17, 1.41, 6.97, supp6,
2020-03-08,372.98, -201.23, -129.44, 2.16, 1.4, 6.92, supp6,
2020-03-09,373.17, -200.88, -124.27, 2.18, 1.41, 6.99, supp6,
2020-03-10,374.55, -201.00, -124.56, 2.18, 1.43, 7.09, supp6,
2020-03-11,374.51, -201.37, -126.45, 2.19, 1.43, 7.11, supp6,
2020-03-12,374.04, -199.90, -133.32, 2.19, 1.42, 7.07, supp6,
2020-03-13,375.47, -201.00, -126.35, 2.18, 1.42, 7.06, supp6,
2020-03-14,375.75, -201.57, -132.93, 2.2, 1.43, 7.08, supp6,
2020-03-15,374.62, -202.20, -122.65, 2.23, 1.46, 7.24, supp6,
2020-03-16,373.41, -202.21, -127.12, 2.2, 1.45, 7.16, supp6,
2020-03-17,372.01, -201.29, -134.92, 2.21, 1.44, 7.14, supp6,
2020-03-18,371.32, -200.54, -121.38, 2.18, 1.43, 7.07, supp6,
2020-03-19,374.93, -202.08, -124.19, 2.34, 1.57, 7.85, supp6,
2020-03-20,373.95, -201.00, -130.82, 2.34, 1.5, 7.31, supp6,
2020-03-21,373.21, -200.51, -126.85, 2.28, 1.47, 7.26, supp6,
2020-03-22,374.24, -201.87, -126.68, 2.19, 1.44, 7.13, supp6,
2020-03-23,378.98, -200.37, -127.10, 3.8, 2.9, 9.77, supp6,
2020-03-24,374.89, -201.09, -131.24, 2.21, 1.45, 7.18, supp6,
2020-03-25,372.15, -202.71, -122.92, 2.19, 1.43, 7.09, supp6,
2020-03-26,374.18, -202.36, -124.60, 2.21, 1.44, 7.19, supp6,
2020-03-27,374.94, -200.93, -119.89, 2.21, 1.45, 7.19, supp6,
2020-03-28,372.50, -199.23, -124.38, 2.22, 1.44, 7.2, supp6,
2020-03-29,372.77, -200.49, -125.54, 2.19, 1.43, 7.07, supp6,
2020-03-30,373.32, -201.03, -125.68, 2.17, 1.42, 7.03, supp6,
2020-03-31,373.80, -201.01, -124.08, 2.21, 1.44, 7.17, supp6,
2020-04-01,371.50, -201.50, -138.86, 2.2, 1.43, 7.13, supp6,
2020-04-02,374.33, -201.70, -136.82, 2.2, 1.44, 7.13, supp6,
2020-04-03,373.93, -201.29, -132.29, 2.21, 1.45, 7.16, supp6,
2020-04-04,375.79, -202.93, -130.61, 2.18, 1.42, 7.07, supp6,
2020-04-05,373.48, -201.44, -129.61, 2.2, 1.44, 7.15, supp6,
2020-04-06,374.45, -200.45, -129.04, 2.19, 1.43, 7.1, supp6,
2020-04-07,376.22, -201.64, -123.45, 2.18, 1.43, 7.07, supp6,
2020-04-08,374.25, -200.30, -131.82, 2.2, 1.44, 7.15, supp6,
2020-04-09,375.16, -200.78, -133.92, 2.18, 1.42, 7.06, supp6,
2020-04-10,375.82, -200.79, -132.17, 2.2, 1.43, 7.14, final,
2020-04-11,376.61, -199.60, -136.41, 2.2, 1.42, 7.11, final,
2020-04-12,375.79, -200.76, -134.86, 2.23, 1.46, 7.34, supp6,
2020-04-13,376.26, -200.43, -135.53, 2.23, 1.46, 7.3, supp6,
2020-04-14,380.62, -203.42, -135.68, 2.21, 1.44, 7.19, supp6,
2020-04-15,376.87, -200.76, -147.16, 2.23, 1.45, 7.25, supp6,
2020-04-16,376.54, -200.87, -136.15, 2.21, 1.44, 7.19, supp6,
2020-04-17,377.52, -204.44, -137.79, 2.2, 1.44, 7.16, supp6,
2020-04-18,376.87, -203.41, -134.50, 2.19, 1.44, 7.11, supp6,
2020-04-19,378.69, -201.35, -128.72, 2.2, 1.44, 7.17, supp6,
2020-04-20,378.58, -201.34, -125.90, 2.18, 1.43, 7.1, supp6,
2020-04-21,378.02, -201.97, -130.83, 2.18, 1.43, 7.09, supp6,
2020-04-22,377.09, -201.58, -126.33, 2.19, 1.43, 7.08, supp6,
2020-04-23,376.24, -200.70, -133.29, 2.22, 1.46, 7.3, supp6,
2020-04-24,375.37, -199.87, -134.98, 2.23, 1.48, 7.35, supp6,
2020-04-25,377.36, -202.03, -131.73, 2.2, 1.43, 7.14, supp6,
2020-04-26,376.79, -201.83, -127.48, 2.15, 1.42, 7.04, supp6,
2020-04-27,376.40, -201.80, -133.45, 2.14, 1.42, 7.02, supp6,
2020-04-28,376.43, -202.18, -136.59, 2.16, 1.41, 7.02, supp6,
2020-04-29,376.83, -202.02, -137.80, 2.13, 1.42, 7, supp6,
2020-04-30,377.58, -201.84, -130.69, 2.14, 1.42, 7.03, supp6,
2020-05-01,377.91, -202.35, -128.26, 2.14, 1.42, 7.05, supp6,
2020-05-02,378.88, -202.54, -138.60, 2.13, 1.41, 7.02, supp6,
2020-05-03,379.08, -203.32, -134.83, 2.15, 1.42, 7.05, supp6,
2020-05-04,377.52, -202.97, -133.73, 2.15, 1.42, 7.06, supp6,
2020-05-05,378.06, -204.19, -136.84, 2.21, 1.46, 7.18, supp6,
2020-05-06,377.81, -204.60, -138.93, 2.14, 1.43, 7.1, supp6,
2020-05-07,377.22, -203.48, -141.85, 2.15, 1.43, 7.1, supp6,
2020-05-08,376.08, -203.79, -141.93, 2.19, 1.45, 7.21, supp6,
2020-05-09,376.80, -205.47, -137.36, 2.18, 1.45, 7.32, supp6,
2020-05-10,378.12, -203.20, -142.59, 2.17, 1.45, 7.3, supp6,
2020-05-11,379.04, -203.19, -141.09, 2.14, 1.42, 7.01, supp6,
2020-05-12,380.54, -204.23, -132.91, 2.14, 1.42, 7.05, supp6,
2020-05-13,379.72, -203.66, -135.64, 2.15, 1.42, 7.04, supp6,
2020-05-14,380.09, -203.83, -133.92, 2.19, 1.43, 7.09, supp6,
2020-05-15,380.56, -204.17, -139.65, 2.19, 1.44, 7.14, supp6,
2020-05-16,380.05, -204.95, -144.61, 2.14, 1.42, 6.99, supp6,
2020-05-17,379.66, -203.15, -135.51, 2.15, 1.42, 7.04, supp6,
2020-05-18,380.50, -202.61, -137.14, 2.15, 1.42, 7.02, supp6,
2020-05-19,379.46, -204.20, -134.28, 2.15, 1.41, 6.98, supp6,
2020-05-20,379.65, -203.51, -137.04, 2.17, 1.43, 7.1, supp6,
2020-05-21,378.87, -203.30, -127.28, 2.17, 1.43, 7.1, supp6,
2020-05-22,379.77, -203.87, -136.74, 2.14, 1.43, 7.05, supp6,
2020-05-23,380.43, -203.88, -131.81, 2.16, 1.42, 7, supp6,
2020-05-24,380.65, -204.24, -138.23, 2.16, 1.41, 6.99, supp6,
2020-05-25,380.98, -204.85, -128.62, 2.18, 1.42, 7.03, supp6,
2020-05-26,380.77, -204.75, -133.72, 2.18, 1.43, 7.02, supp6,
2020-05-27,381.23, -204.21, -135.58, 2.16, 1.41, 6.96, supp6,
2020-05-28,381.97, -204.53, -138.13, 2.18, 1.45, 7.08, supp6,
2020-05-29,381.25, -204.61, -134.44, 2.16, 1.41, 6.93, supp6,
2020-05-30,381.65, -205.34, -133.63, 2.19, 1.42, 6.97, supp6,
2020-05-31,382.45, -204.39, -138.86, 2.2, 1.43, 7.07, supp6,
2020-06-01,382.31, -204.78, -136.59, 2.18, 1.43, 6.98, supp6,
2020-06-02,382.67, -205.00, -131.06, 2.17, 1.43, 6.94, supp6,
2020-06-03,382.00, -204.20, -133.76, 2.17, 1.42, 6.9, supp6,
2020-06-04,382.28, -205.14, -130.13, 2.32, 1.46, 7.23, supp6,
2020-06-05,383.06, -205.48, -133.89, 2.33, 1.47, 7.29, supp6,
2020-06-06,384.27, -205.75, -138.50, 2.28, 1.45, 7.13, supp6,
2020-06-07,382.00, -205.73, -135.01, 2.25, 1.44, 7.03, supp6,
2020-06-08,382.18, -205.21, -141.44, 2.26, 1.44, 7.02, supp6,
2020-06-09,382.05, -205.34, -133.81, 2.26, 1.44, 7.02, supp6,
2020-06-10,382.96, -205.75, -134.11, 2.29, 1.44, 7.09, supp6,
2020-06-11,381.70, -206.24, -129.17, 2.28, 1.45, 7.1, supp6,
2020-06-12,382.30, -207.11, -133.70, 2.18, 1.43, 6.94, supp6,
2020-06-13,381.59, -205.23, -133.08, 2.19, 1.43, 6.96, supp6,
2020-06-14,381.68, -206.52, -124.79, 2.17, 1.42, 6.91, supp6,
2020-06-15,381.46, -206.76, -122.65, 2.17, 1.42, 6.91, supp6,
2020-06-16,382.20, -206.28, -133.73, 2.2, 1.44, 7.05, supp6,
2020-06-17,381.28, -207.11, -135.77, 2.19, 1.44, 7.04, supp6,
2020-06-18,381.16, -205.29, -139.24, 2.17, 1.43, 6.95, supp6,
2020-06-19,382.70, -205.90, -131.41, 2.18, 1.43, 6.94, supp6,
2020-06-20,380.16, -206.57, -126.90, 2.17, 1.42, 6.94, supp6,
2020-06-21,381.67, -206.00, -131.79, 2.19, 1.42, 7, supp6,
2020-06-22,381.62, -205.32, -138.29, 2.19, 1.42, 6.99, supp6,
2020-06-23,383.29, -206.00, -134.70, 2.17, 1.43, 6.95, supp6,
2020-06-24,381.91, -205.82, -134.40, 2.17, 1.43, 7.02, supp6,
2020-06-25,381.03, -206.61, -125.38, 2.18, 1.42, 6.97, supp6,
2020-06-26,381.78, -206.25, -136.55, 2.19, 1.45, 7.18, supp6,
2020-06-27,382.19, -206.89, -134.75, 2.24, 1.46, 7.16, supp6,
2020-06-28,380.78, -206.75, -144.51, 2.22, 1.48, 7.24, supp6,
2020-06-29,381.86, -206.16, -131.44, 2.21, 1.45, 7.15, supp6,
2020-06-30,383.90, -206.76, -138.03, 2.2, 1.46, 7.17, supp6,
2020-07-01,383.79, -207.15, -134.18, 2.17, 1.42, 6.97, supp6,
2020-07-02,382.29, -205.20, -138.21, 2.19, 1.44, 7.11, supp6,
2020-07-03,383.63, -208.76, -137.53, 2.18, 1.43, 7.04, supp6,
2020-07-04,384.43, -207.71, -136.07, 2.19, 1.45, 7.09, supp6,
2020-07-05,383.25, -206.78, -136.13, 2.2, 1.44, 7.12, supp6,
2020-07-06,382.27, -207.47, -130.26, 2.2, 1.44, 7.07, supp6,
2020-07-07,384.91, -206.52, -129.19, 2.17, 1.41, 6.95, supp6,
2020-07-08,385.90, -206.48, -137.67, 2.19, 1.44, 7.05, supp6,
2020-07-09,382.35, -207.53, -130.26, 2.21, 1.47, 7.22, supp6,
2020-07-10,382.53, -207.68, -128.92, 2.21, 1.47, 7.09, supp6,
2020-07-11,382.27, -206.07, -128.50, 2.2, 1.47, 7.07, supp6,
2020-07-12,384.30, -207.90, -121.76, 2.24, 1.48, 7.22, supp6,
2020-07-13,383.09, -207.26, -126.48, 2.21, 1.44, 7.07, supp6,
2020-07-14,381.44, -207.45, -126.25, 2.21, 1.46, 7.1, supp6,
2020-07-15,382.18, -206.32, -130.31, 2.2, 1.44, 7.05, supp6,
2020-07-16,385.34, -206.68, -126.61, 2.23, 1.45, 7.15, supp6,
2020-07-17,383.62, -206.42, -129.18, 2.2, 1.44, 7.07, supp6,
2020-07-18,383.56, -206.71, -129.78, 2.2, 1.44, 7.08, supp6,
2020-07-19,383.80, -206.55, -131.34, 2.22, 1.45, 7.12, supp6,
2020-07-20,385.00, -206.87, -134.19, 2.21, 1.46, 7.1, supp6,
2020-07-21,384.76, -207.27, -141.22, 2.2, 1.44, 7.09, supp6,
2020-07-22,385.41, -208.14, -129.98, 2.19, 1.45, 7.05, supp6,
2020-07-23,384.76, -207.26, -131.83, 2.22, 1.47, 7.2, supp6,
2020-07-24,386.28, -207.18, -138.35, 2.21, 1.46, 7.14, supp6,
2020-07-25,385.54, -206.92, -129.44, 2.21, 1.44, 7.1, supp6,
2020-07-26,385.36, -207.31, -132.85, 2.21, 1.44, 7.1, supp6,
2020-07-27,385.50, -206.66, -132.42, 2.22, 1.45, 7.11, supp6,
2020-07-28,385.80, -206.26, -132.93, 2.31, 1.51, 7.41, supp6,
2020-07-29,385.70, -207.46, -132.68, 2.2, 1.45, 7.13, supp6,
2020-07-30,384.79, -205.77, -125.85, 2.28, 1.51, 7.58, supp6,
2020-07-31,385.43, -207.41, -132.60, 2.24, 1.46, 7.2, supp6,
2020-08-01,387.55, -207.26, -135.94, 2.2, 1.44, 7.1, supp6,
2020-08-02,385.96, -206.34, -137.42, 2.2, 1.44, 7.1, supp6,
2020-08-03,387.08, -206.10, -136.49, 2.21, 1.45, 7.18, supp6,
2020-08-04,387.32, -207.31, -130.79, 2.2, 1.44, 7.12, supp6,
2020-08-05,387.87, -206.85, -131.68, 2.21, 1.45, 7.16, supp6,
2020-08-06,386.72, -209.01, -136.70, 2.28, 1.49, 7.39, supp6,
2020-08-07,387.18, -206.59, -128.17, 2.25, 1.46, 7.23, supp6,
2020-08-08,388.57, -207.46, -128.53, 3.69, 2.85, 9.58, supp6,
2020-08-09,386.06, -208.10, -131.10, 2.23, 1.47, 7.19, supp6,
2020-08-10,388.22, -209.56, -128.87, 2.23, 1.45, 7.16, supp6,
2020-08-11,387.70, -207.81, -126.30, 3.68, 2.82, 9.61, supp6,
2020-08-12,389.55, -207.60, -130.19, 2.23, 1.45, 7.17, supp6,
2020-08-13,387.90, -207.53, -132.80, 2.21, 1.44, 7.11, supp6,
2020-08-14,388.93, -207.62, -136.61, 2.21, 1.45, 7.16, supp6,
2020-08-15,388.36, -206.99, -134.71, 2.24, 1.44, 7.18, supp6,
2020-08-16,388.24, -207.50, -133.79, 2.23, 1.44, 7.17, suppf,
2020-08-17,389.55, -207.58, -135.98, 2.23, 1.44, 7.16, suppf,
2020-08-18,389.48, -207.91, -135.04, 2.2, 1.44, 7.11, suppf,
2020-08-19,388.61, -208.79, -130.39, 2.21, 1.44, 7.15, suppf,
2020-08-20,388.50, -208.12, -132.32, 2.22, 1.44, 7.15, suppf,
2020-08-21,388.43, -207.55, -131.80, 2.28, 1.47, 7.27, suppf,
2020-08-22,389.27, -207.22, -134.26, 2.21, 1.44, 7.17, suppf,
2020-08-23,390.29, -208.39, -131.46, 2.2, 1.44, 7.17, suppf,
2020-08-24,387.99, -207.21, -134.92, 2.18, 1.43, 7.08, suppf,
2020-08-25,388.43, -207.38, -135.31, 2.18, 1.43, 7.07, suppf,
2020-08-26,388.54, -207.31, -134.50, 2.2, 1.43, 7.11, suppf,
2020-08-27,389.28, -207.50, -132.63, 2.2, 1.43, 7.11, suppf,
2020-08-28,388.69, -207.66, -135.84, 2.19, 1.43, 7.1, suppf,
2020-08-29,388.35, -207.48, -134.56, 2.25, 1.47, 7.38, suppf,
2020-08-30,390.02, -209.07, -129.57, 2.3, 1.52, 7.59, suppf,
2020-08-31,388.66, -206.15, -131.18, 2.19, 1.43, 7.09, suppf,
2020-09-01,388.70, -207.38, -127.21, 2.21, 1.43, 7.13, suppf,
2020-09-02,390.17, -207.71, -130.43, 2.2, 1.43, 7.1, suppf,
2020-09-03,389.83, -207.56, -132.83, 2.19, 1.43, 7.12, suppf,
2020-09-04,390.19, -206.77, -135.80, 2.2, 1.43, 7.09, suppf,
2020-09-05,389.81, -207.95, -131.16, 2.2, 1.43, 7.09, suppf,
2020-09-06,390.27, -208.01, -132.24, 2.25, 1.48, 7.35, suppf,
2020-09-07,390.72, -206.87, -139.74, 2.24, 1.45, 7.28, suppf,
2020-09-08,389.92, -208.57, -129.53, 2.22, 1.45, 7.24, suppf,
2020-09-09,390.76, -209.08, -132.01, 2.21, 1.43, 7.12, suppf,
2020-09-10,389.11, -207.37, -135.10, 2.26, 1.45, 7.15, suppf,
2020-09-11,390.64, -208.63, -133.65, 2.34, 1.48, 7.31, suppf,
2020-09-12,391.87, -207.47, -138.34, 2.3, 1.46, 7.26, suppf,
2020-09-13,391.00, -208.20, -129.69, 2.19, 1.43, 7.09, suppf,
2020-09-14,390.32, -208.93, -133.37, 2.19, 1.43, 7.11, suppf,
2020-09-15,391.26, -210.85, -145.81, 2.3, 1.53, 7.69, suppf,
2020-09-16,392.70, -210.47, -137.64, 2.25, 1.5, 7.5, suppf,
2020-09-17,392.55, -209.67, -131.74, 2.3, 1.5, 7.58, suppf,
2020-09-18,390.37, -209.42, -132.41, 2.23, 1.47, 7.3, suppf,
2020-09-19,389.63, -209.69, -127.27, 2.23, 1.46, 7.25, suppf,
2020-09-20,391.57, -210.12, -138.74, 2.23, 1.46, 7.25, suppf,
2020-09-21,389.50, -209.37, -138.46, 2.19, 1.42, 7.04, suppf,
2020-09-22,388.28, -210.38, -131.59, 2.23, 1.46, 7.17, suppf,
2020-09-23,388.67, -209.89, -128.38, 2.22, 1.46, 7.15, suppf,
2020-09-24,390.47, -209.87, -132.05, 2.18, 1.43, 7.06, suppf,
2020-09-25,390.96, -209.26, -134.44, 2.19, 1.42, 7.04, suppf,
2020-09-26,391.61, -209.52, -130.55, 2.18, 1.41, 7, suppf,
2020-09-27,389.87, -208.81, -128.70, 2.19, 1.43, 7.07, suppf,
2020-09-28,390.63, -209.02, -134.64, 2.18, 1.43, 7.06, suppf,
2020-09-29,391.45, -210.98, -139.71, 2.19, 1.43, 7.08, suppf,
2020-09-30,391.74, -210.11, -138.03, 2.2, 1.44, 7.12, suppf,
2020-10-01,388.70, -209.69, -141.70, 2.2, 1.44, 7.14, suppf,
2020-10-02,389.11, -209.68, -137.16, 2.26, 1.47, 7.45, suppf,
2020-10-03,391.64, -210.33, -129.00, 2.16, 1.4, 7.03, suppf,
2020-10-04,391.36, -210.30, -133.25, 1.51, 0.99, 4.91, suppf,
2020-10-05,391.77, -210.70, -136.25, 1.51, 0.99, 4.93, suppf,
2020-10-06,390.78, -209.63, -130.61, 1.51, 0.99, 4.95, suppf,
2020-10-07,391.64, -209.74, -132.93, 1.52, 1, 4.99, suppf,
2020-10-08,389.85, -210.25, -130.07, 1.55, 1.02, 5.05, suppf,
2020-10-09,391.61, -210.49, -127.61, 1.53, 1, 5, suppf,
2020-10-10,391.45, -210.65, -128.87, 1.53, 1, 4.99, suppf,
2020-10-11,391.06, -210.08, -129.44, 1.53, 1, 5, suppf,
2020-10-12,392.36, -211.07, -128.89, 1.52, 1, 4.97, suppf,
2020-10-13,392.85, -211.02, -130.04, 1.52, 1, 4.99, suppf,
2020-10-14,391.92, -209.46, -136.96, 1.53, 1, 4.99, suppf,
2020-10-15,392.72, -208.26, -136.98, 1.52, 0.99, 4.93, suppf,
2020-10-16,391.77, -208.54, -136.96, 1.52, 0.99, 4.95, suppf,
2020-10-17,392.99, -209.94, -140.16, 1.53, 1, 4.99, suppf,
2020-10-18,391.56, -209.49, -139.00, 1.52, 0.99, 4.94, suppf,
2020-10-19,390.76, -208.11, -130.24, 1.53, 1, 4.98, suppf,
2020-10-20,385.43, -211.71, -132.77, 1.55, 1.02, 5.12, suppf,
2020-10-21,387.47, -214.44, -132.61, 1.51, 0.99, 4.89, suppf,
2020-10-22,390.41, -214.68, -137.99, 1.54, 1.02, 5.05, suppf,
2020-10-23,390.13, -214.39, -139.33, 1.54, 1.02, 5.07, suppf,
2020-10-24,386.40, -216.20, -144.06, 1.53, 1.01, 5.03, suppf,
2020-10-25,389.69, -215.58, -135.18, 2.17, 1.42, 7.13, suppf,
2020-10-26,387.32, -213.36, -136.53, 2.14, 1.41, 6.96, suppf,
2020-10-27,389.83, -215.18, -139.49, 2.13, 1.41, 6.95, suppf,
2020-10-28,387.83, -214.95, -133.33, 2.23, 1.44, 7.12, suppf,
2020-10-29,389.60, -215.29, -134.32, 2.17, 1.44, 7.11, suppf,
2020-10-30,388.98, -215.11, -132.22, 2.18, 1.45, 7.15, suppf,
2020-10-31,389.28, -216.37, -130.24, 2.24, 1.45, 7.21, suppf,
2020-11-01,388.99, -215.42, -131.36, 2.23, 1.44, 7.14, suppf,
2020-11-02,389.05, -214.56, -129.83, 2.14, 1.42, 7.02, suppf,
2020-11-03,387.88, -214.68, -128.68, 2.14, 1.41, 6.98, suppf,
2020-11-04,389.56, -214.34, -135.90, 2.17, 1.45, 7.31, suppf,
2020-11-05,390.32, -216.18, -138.04, 2.18, 1.45, 7.28, suppf,
2020-11-06,390.47, -214.13, -131.54, 2.14, 1.4, 6.95, suppf,
2020-11-07,391.23, -215.51, -137.01, 2.15, 1.41, 7.03, suppf,
2020-11-08,390.91, -214.36, -130.29, 2.14, 1.41, 6.97, suppf,
2020-11-09,390.79, -216.62, -126.07, 2.17, 1.44, 7.2, suppf,
2020-11-10,391.34, -216.57, -129.93, 2.15, 1.42, 7.03, suppf,
2020-11-11,389.02, -214.81, -125.93, 2.23, 1.45, 7.23, suppf,
2020-11-12,390.11, -214.86, -119.33, 2.21, 1.45, 7.29, suppf,
2020-11-13,391.18, -215.89, -118.48, 2.22, 1.46, 7.35, suppf,
2020-11-14,389.90, -214.42, -123.69, 2.18, 1.42, 7.07, suppf,
